# reading -> cuneiform codepoint, learned from lines where the codepoint
# count equals the sign count. Generated by programs/learn_signmap.py.
# reading	cuneiform	confidence	top_obs	total_obs	unicode_name
〈〈MAḪ〉〉	𒌉	1.000	1	1	CUNEIFORM SIGN TUR
na〈〈an〉〉	𒈾	1.000	1	1	CUNEIFORM SIGN NA
〈M〉	𒁹	1.000	1	1	CUNEIFORM SIGN DISH
S	𒁺	1.000	1	1	CUNEIFORM SIGN DU
〈GAR〉	𒃻	1.000	1	1	CUNEIFORM SIGN GAR
MUR₇	𒋞	1.000	1	1	CUNEIFORM SIGN SIG4
QUM	𒄣	1.000	1	1	CUNEIFORM SIGN GUM
19	1	1.000	1	1	DIGIT ONE
〈〈M〉〉	▒	1.000	1	1	MEDIUM SHADE
〉UTU	𒌓	1.000	1	1	CUNEIFORM SIGN UD
Píl	𒉋	1.000	1	1	CUNEIFORM SIGN NE SHESHIG
gí	𒆤	1.000	1	1	CUNEIFORM SIGN KID
〈GAL₉〉	𒆗	1.000	1	1	CUNEIFORM SIGN KAL
ḪÍ	𒃶	1.000	1	1	CUNEIFORM SIGN GAN
za〉〉	𒈠	1.000	1	1	CUNEIFORM SIGN MA
〈〈mi〉〉	𒋾	1.000	1	1	CUNEIFORM SIGN TI
〈〈ma	𒂍	1.000	1	1	CUNEIFORM SIGN E2
kán〉〉	𒅆	1.000	1	1	CUNEIFORM SIGN IGI
〈〈LUM〉〉	𒇻	1.000	1	1	CUNEIFORM SIGN LU
〈〈ni〉〉	𒄿	1.000	1	1	CUNEIFORM SIGN I
〈MAD〉	𒆳	1.000	1	1	CUNEIFORM SIGN KUR
〈TI〉	𒋾	1.000	1	1	CUNEIFORM SIGN TI
ma〈〈ia〉〉	𒈠	1.000	1	1	CUNEIFORM SIGN MA
ia〈〈aš〉〉	𒅀	1.000	1	1	CUNEIFORM SIGN I A
〈〈pí〉〉eš	𒌍	1.000	1	1	CUNEIFORM SIGN U U U
〈me	𒈨	1.000	1	1	CUNEIFORM SIGN ME
ḫur〉	𒄯	1.000	1	1	CUNEIFORM SIGN HI TIMES ASH2
ša〈〈aš〉〉	𒊭	1.000	1	1	CUNEIFORM SIGN SHA
〈ḫar	𒄯	1.000	1	1	CUNEIFORM SIGN HI TIMES ASH2
〈GÍN〉	𒂆	1.000	1	1	CUNEIFORM SIGN DUN3 GUNU
ku〈〈uš〉〉	𒂉	1.000	1	1	CUNEIFORM SIGN DUR2
RA〉	𒊏	1.000	1	1	CUNEIFORM SIGN RA
〈me〉	𒈨	1.000	1	1	CUNEIFORM SIGN ME
〈em〉	𒅎	1.000	1	1	CUNEIFORM SIGN IM
〈še	𒊺	1.000	1	1	CUNEIFORM SIGN SHE
la〉	𒆷	1.000	1	1	CUNEIFORM SIGN LA
〈〈at〉〉	𒄿	1.000	1	1	CUNEIFORM SIGN I
〈pa	𒉺	1.000	1	1	CUNEIFORM SIGN PA
〈ták	𒁖	1.000	1	1	CUNEIFORM SIGN DAG
ku〉	𒂉	1.000	1	1	CUNEIFORM SIGN DUR2
MIL	𒅖	1.000	1	1	CUNEIFORM SIGN ISH
GUM	𒄣	1.000	1	1	CUNEIFORM SIGN GUM
làl	𒋭	1.000	1	1	CUNEIFORM SIGN TA TIMES HI
gurun	𒄧	1.000	1	1	CUNEIFORM SIGN GURUN
tišpak	𒈽	1.000	1	1	CUNEIFORM SIGN MUSH3 GUNU
ba₆	𒌑	1.000	1	1	CUNEIFORM SIGN U2
šubur	𒋚	1.000	1	1	CUNEIFORM SIGN SHUBUR
〈NÚ〉	𒈿	1.000	1	1	CUNEIFORM SIGN NA2
LIPIŠ	𒀚	1.000	1	1	CUNEIFORM SIGN AB2 TIMES SHA3
SUKUD	𒃴	1.000	1	1	CUNEIFORM SIGN GALAM
PEŠ₇	𒌉	1.000	1	1	CUNEIFORM SIGN TUR
ZÙ	𒍮	1.000	1	1	CUNEIFORM SIGN ZUM
DU₇	𒌌	1.000	1	1	CUNEIFORM SIGN U GUD
gu₄	𒄞	1.000	1	1	CUNEIFORM SIGN GUD
anše	𒀲	1.000	1	1	CUNEIFORM SIGN ANSHE
〈má〉	𒈣	1.000	1	1	CUNEIFORM SIGN MA2
E₄	𒀀	1.000	1	1	CUNEIFORM SIGN A
DALḪAMUN₄	𒀱	1.000	1	1	CUNEIFORM SIGN AN PLUS NAGA SQUARED
NINNU	𒐐	1.000	1	1	CUNEIFORM NUMERIC SIGN FIVE U
KARA₆	𒄦	1.000	1	1	CUNEIFORM SIGN GUR7
gidru	𒉺	1.000	1	1	CUNEIFORM SIGN PA
du₇	𒌌	1.000	1	1	CUNEIFORM SIGN U GUD
maškim	𒆸	1.000	1	1	CUNEIFORM SIGN LAGAB
pìrig	𒊌	1.000	1	1	CUNEIFORM SIGN PIRIG TIMES UD
geštin	𒃾	1.000	1	1	CUNEIFORM SIGN GESHTIN
èn	𒇷	1.000	1	1	CUNEIFORM SIGN LI
dar₆	𒋻	1.000	1	1	CUNEIFORM SIGN TAR
qáp	𒆏	1.000	1	1	CUNEIFORM SIGN KAB
+gi	𒄀	1.000	1	1	CUNEIFORM SIGN GI
lat	𒆳	1.000	1	1	CUNEIFORM SIGN KUR
eʾ	𒀪	1.000	1	1	CUNEIFORM SIGN ALEPH
lis	𒇺	1.000	1	1	CUNEIFORM SIGN LISH
SÍN	𒉆	1.000	1	1	CUNEIFORM SIGN NAM
lìm	𒇴	1.000	1	1	CUNEIFORM SIGN LAM
gir₁₇	𒅗	1.000	1	1	CUNEIFORM SIGN KA
iškur	𒅎	1.000	1	1	CUNEIFORM SIGN IM
SUḪ₅	𒂉	1.000	1	1	CUNEIFORM SIGN DUR2
MAḪ〈	𒈤	1.000	1	1	CUNEIFORM SIGN MAH
〈UB	𒌒	1.000	1	1	CUNEIFORM SIGN UB
TAG₄	𒋺	1.000	1	1	CUNEIFORM SIGN TAK4
ri〈〈aš〉〉	𒊑	1.000	1	1	CUNEIFORM SIGN RI
〈〈eš〉〉ke	𒆠	1.000	1	1	CUNEIFORM SIGN KI
〈〈az〉〉za	𒍝	1.000	1	1	CUNEIFORM SIGN ZA
mal	𒂷	1.000	1	1	CUNEIFORM SIGN GA2
〈ap	𒀊	1.000	1	1	CUNEIFORM SIGN AB
i〈〈el〉〉	𒄿	1.000	1	1	CUNEIFORM SIGN I
〈ḫi〉	𒄭	1.000	1	1	CUNEIFORM SIGN HI
〈〈da〉〉	𒁕	1.000	1	1	CUNEIFORM SIGN DA
ku!	𒂉	1.000	1	1	CUNEIFORM SIGN DUR2
un〉	𒌦	1.000	1	1	CUNEIFORM SIGN UN
BURU₅	𒂟	1.000	1	1	CUNEIFORM SIGN ERIN2
Í	𒋼	1.000	1	1	CUNEIFORM SIGN TE
T	𒊍	1.000	1	1	CUNEIFORM SIGN PIRIG TIMES ZA
eš₁₇	𒈨	1.000	1	1	CUNEIFORM SIGN ME
ma〉〉	𒄇	1.000	1	1	CUNEIFORM SIGN GIDIM
man	𒌋	1.000	1	1	CUNEIFORM SIGN U
ZÌZ	𒄮	1.000	1	1	CUNEIFORM SIGN HI TIMES ASH
li〈〈ta〉〉	𒇷	1.000	1	1	CUNEIFORM SIGN LI
〈uk	𒊌	1.000	1	1	CUNEIFORM SIGN PIRIG TIMES UD
〈Ì〉	𒉌	1.000	1	1	CUNEIFORM SIGN NI
ḫe〈〈iš〉〉	𒄭	1.000	1	1	CUNEIFORM SIGN HI
pu〈〈ša〉〉	𒁍	1.000	1	1	CUNEIFORM SIGN BU
〈〈ap〉〉pa	𒉺	1.000	1	1	CUNEIFORM SIGN PA
wa〈〈e〉〉	𒉿	1.000	1	1	CUNEIFORM SIGN PI
〈iz〉	𒄑	1.000	1	1	CUNEIFORM SIGN GISH
mè	𒀞	1.000	1	1	CUNEIFORM SIGN AK TIMES ERIN2
Uḫ	𒄴	1.000	1	1	CUNEIFORM SIGN HI TIMES NUN
〈ḪI〉	𒄭	1.000	1	1	CUNEIFORM SIGN HI
〈GEŠTU	𒉿	1.000	1	1	CUNEIFORM SIGN PI
li〉	𒇷	1.000	1	1	CUNEIFORM SIGN LI
ši〈〈ez〉〉	𒅆	1.000	1	1	CUNEIFORM SIGN IGI
〈túḫ	𒈭	1.000	1	1	CUNEIFORM SIGN MU OVER MU
in〉	𒅔	1.000	1	1	CUNEIFORM SIGN IN
an!	𒀭	1.000	1	1	CUNEIFORM SIGN AN
Túr	𒄙	1.000	1	1	CUNEIFORM SIGN GU2 TIMES KAK
KIM	𒁾	1.000	1	1	CUNEIFORM SIGN DUB
ṬIR₅	𒌁	1.000	1	1	CUNEIFORM SIGN TIR
〈NU〉	𒉡	1.000	1	1	CUNEIFORM SIGN NU
ši〈〈ti〉〉	𒅆	1.000	1	1	CUNEIFORM SIGN IGI
TÁG	𒁖	1.000	1	1	CUNEIFORM SIGN DAG
ma〈〈wa〉〉	𒈠	1.000	1	1	CUNEIFORM SIGN MA
ÚKUŠ	𒄾	1.000	1	1	CUNEIFORM SIGN HUL2
〈kad〉	𒃰	1.000	1	1	CUNEIFORM SIGN GAD
šu₁₄	𒋳	1.000	1	1	CUNEIFORM SIGN TAG
〈at	𒀜	1.000	1	1	CUNEIFORM SIGN AD
ma〈〈ka〉〉	𒈠	1.000	1	1	CUNEIFORM SIGN MA
DÌḪ	𒉏	1.000	1	1	CUNEIFORM SIGN NIM
〈〈ŠA	𒊩	1.000	1	1	CUNEIFORM SIGN SAL
ENSI	𒇷	1.000	1	1	CUNEIFORM SIGN LI
AMBAR	𒆹	1.000	1	1	CUNEIFORM SIGN LAGAB TIMES A
〈GUR₄〉	𒆸	1.000	1	1	CUNEIFORM SIGN LAGAB
ARA₅	𒄯	1.000	1	1	CUNEIFORM SIGN HI TIMES ASH2
〈UZU〉	𒍜	1.000	1	1	CUNEIFORM SIGN UZU
〈URUDU〉	𒍏	1.000	1	1	CUNEIFORM SIGN URUDA
〈ZÍ〉	𒍢	1.000	1	1	CUNEIFORM SIGN ZE2
dag	𒁖	1.000	1	1	CUNEIFORM SIGN DAG
〈šar	𒊬	1.000	1	1	CUNEIFORM SIGN SAR
〈〈u〉〉	𒁉	1.000	1	1	CUNEIFORM SIGN BI
Iz	𒄑	1.000	1	1	CUNEIFORM SIGN GISH
〈ZU₉	𒀩	1.000	1	1	CUNEIFORM SIGN ALAN
〈KU₇〉	𒍣	1.000	1	1	CUNEIFORM SIGN ZI
〈i	𒄿	1.000	1	1	CUNEIFORM SIGN I
ar〉	𒅈	1.000	1	1	CUNEIFORM SIGN IGI RI
DÀ	𒆕	1.000	1	1	CUNEIFORM SIGN KAK
NUM	𒉏	1.000	1	1	CUNEIFORM SIGN NIM
〈uz〉	𒊻	1.000	1	1	CUNEIFORM SIGN SHE HU
az!	𒊍	1.000	1	1	CUNEIFORM SIGN PIRIG TIMES ZA
〈DÍM〉	𒁶	1.000	1	1	CUNEIFORM SIGN DIM2
PEŠ	𒄫	1.000	1	1	CUNEIFORM SIGN HA GUNU
GÍŠ	𒁹	1.000	1	1	CUNEIFORM SIGN DISH
〈〈uš〉〉	𒊭	1.000	1	1	CUNEIFORM SIGN SHA
〉SAR	𒊬	1.000	1	1	CUNEIFORM SIGN SAR
ŠÌL	𒌋	1.000	1	1	CUNEIFORM SIGN U
UKKIN	𒌺	1.000	1	1	CUNEIFORM SIGN URU TIMES BAR
GA〈〈KIN〉〉	𒂵	1.000	1	1	CUNEIFORM SIGN GA
〉TIR	▒	1.000	1	1	MEDIUM SHADE
〉IŠTAR	𒁯	1.000	1	1	CUNEIFORM SIGN DAR
LIL	𒇸	1.000	1	1	CUNEIFORM SIGN LIL
〈LÁ〉	𒇲	1.000	1	1	CUNEIFORM SIGN LAL
〈〈an	▒	1.000	1	1	MEDIUM SHADE
da〉〉	𒍝	1.000	1	1	CUNEIFORM SIGN ZA
11	𒌋	1.000	1	1	CUNEIFORM SIGN U
10〉	𒌋	1.000	1	1	CUNEIFORM SIGN U
QUL	𒆰	1.000	1	1	CUNEIFORM SIGN KUL
〈〈na〉〉an	𒀭	1.000	1	1	CUNEIFORM SIGN AN
〈ia	𒅀	1.000	1	1	CUNEIFORM SIGN I A
〈GÁ〉	𒂷	1.000	1	1	CUNEIFORM SIGN GA2
〈〈el〉〉li	𒇷	1.000	1	1	CUNEIFORM SIGN LI
〈〈NI〉〉NI	𒉌	1.000	1	1	CUNEIFORM SIGN NI
ḪI?	𒄭	1.000	1	1	CUNEIFORM SIGN HI
na〈〈na〉〉	𒈾	1.000	1	1	CUNEIFORM SIGN NA
〈wa	𒉿	1.000	1	1	CUNEIFORM SIGN PI
az?	𒊍	1.000	1	1	CUNEIFORM SIGN PIRIG TIMES ZA
Ḫe	𒄭	1.000	1	1	CUNEIFORM SIGN HI
píš	𒉾	1.000	1	1	CUNEIFORM SIGN PESH2
MÁS	𒈦	1.000	1	1	CUNEIFORM SIGN MASH
〈SAR〉	𒊬	1.000	1	1	CUNEIFORM SIGN SAR
〈kal〉	𒆗	1.000	1	1	CUNEIFORM SIGN KAL
ká	𒆍	1.000	1	1	CUNEIFORM SIGN KA2
〈〈te〉〉	𒉡	1.000	1	1	CUNEIFORM SIGN NU
SI₂₂〉	𒄀	1.000	1	1	CUNEIFORM SIGN GI
QÁB	𒆏	1.000	1	1	CUNEIFORM SIGN KAB
mu?	𒈬	1.000	1	1	CUNEIFORM SIGN MU
šal?	𒊩	1.000	1	1	CUNEIFORM SIGN SAL
giš	𒄑	1.000	1	1	CUNEIFORM SIGN GISH
la₅	𒇳	1.000	1	1	CUNEIFORM SIGN LAL TIMES LAL
ra+a	𒊏	1.000	1	1	CUNEIFORM SIGN RA
x〉〉zi	▒	1.000	1	1	MEDIUM SHADE
ÁG	𒉘	1.000	1	1	CUNEIFORM SIGN NINDA2 TIMES NE
an〈〈aš〉〉	𒀭	1.000	1	1	CUNEIFORM SIGN AN
šug	𒉻	1.000	1	1	CUNEIFORM SIGN PAD
Qat	𒋗	1.000	1	1	CUNEIFORM SIGN SHU
Né	𒉌	1.000	1	1	CUNEIFORM SIGN NI
til	𒁁	1.000	1	1	CUNEIFORM SIGN BAD
Kùr	𒄥	1.000	1	1	CUNEIFORM SIGN GUR
rík	𒍮	1.000	1	1	CUNEIFORM SIGN ZUM
〈GE₆〉	𒈪	1.000	1	1	CUNEIFORM SIGN MI
WI₅	𒃾	1.000	1	1	CUNEIFORM SIGN GESHTIN
SANGA〉	𒋃	1.000	1	1	CUNEIFORM SIGN SHID
KÁŠ	𒆜	1.000	1	1	CUNEIFORM SIGN KASKAL
ṬÚ	𒌅	1.000	1	1	CUNEIFORM SIGN TU
KÙR	𒄥	1.000	1	1	CUNEIFORM SIGN GUR
〈GAG〉	𒆕	1.000	1	1	CUNEIFORM SIGN KAK
KU?	𒂉	1.000	1	1	CUNEIFORM SIGN DUR2
EZ?	𒄑	1.000	1	1	CUNEIFORM SIGN GISH
〈kat	𒃰	1.000	1	1	CUNEIFORM SIGN GAD
GIŠ	?	1.000	1	1	QUESTION MARK
̀	?	1.000	1	1	QUESTION MARK
G	?	1.000	1	1	QUESTION MARK
ÉŠ	𒂠	1.000	1	1	CUNEIFORM SIGN ESH2
BIR₄	𒂔	1.000	1	1	CUNEIFORM SIGN EDIN
DÈ	𒉈	1.000	1	1	CUNEIFORM SIGN NE
tak	𒋳	1.000	1	1	CUNEIFORM SIGN TAG
SILA	𒋻	1.000	1	1	CUNEIFORM SIGN TAR
KÁR	𒃸	1.000	1	1	CUNEIFORM SIGN GAN2 TENU
ŠAD	𒆳	1.000	1	1	CUNEIFORM SIGN KUR
da〈〈an〉〉	𒁕	1.000	1	1	CUNEIFORM SIGN DA
lík	𒋃	1.000	1	1	CUNEIFORM SIGN SHID
rik	𒋆	1.000	1	1	CUNEIFORM SIGN SHIM
GIM₇	𒁍	1.000	1	1	CUNEIFORM SIGN BU
ás	𒀾	1.000	1	1	CUNEIFORM SIGN ASH2
Be	𒁁	1.000	1	1	CUNEIFORM SIGN BAD
INNIN	𒈹	1.000	1	1	CUNEIFORM SIGN MUSH3
ÙG	𒌦	1.000	1	1	CUNEIFORM SIGN UN
ALAL	𒋄	1.000	1	1	CUNEIFORM SIGN SHID TIMES A
URU〈〈〉〉	𒌷	1.000	1	1	CUNEIFORM SIGN URU
MAS	𒈦	1.000	1	1	CUNEIFORM SIGN MASH
iš₈	𒀹	1.000	1	1	CUNEIFORM SIGN ASH ZIDA TENU
GÙ	𒅗	1.000	1	1	CUNEIFORM SIGN KA
KU₄	𒆭	1.000	1	1	CUNEIFORM SIGN KU4
kas	𒆜	1.000	1	1	CUNEIFORM SIGN KASKAL
gáp	𒆏	1.000	1	1	CUNEIFORM SIGN KAB
si₁₇	𒅆	1.000	1	1	CUNEIFORM SIGN IGI
MÚD	𒁁	1.000	1	1	CUNEIFORM SIGN BAD
MÙŠ	𒈹	1.000	1	1	CUNEIFORM SIGN MUSH3
ru?	𒊒	1.000	1	1	CUNEIFORM SIGN RU
dár	𒅁	1.000	1	1	CUNEIFORM SIGN IB
ád	𒄉	1.000	1	1	CUNEIFORM SIGN GIR2 GUNU
ELLAG	𒆸	1.000	1	1	CUNEIFORM SIGN LAGAB
SUB	𒅢	1.000	1	1	CUNEIFORM SIGN KA TIMES GA
DU₁₄	𒈌	1.000	1	1	CUNEIFORM SIGN LU2 TIMES NE
〈〈ku	𒉡	1.000	1	1	CUNEIFORM SIGN NU
it〉〉	𒅆	1.000	1	1	CUNEIFORM SIGN IGI
〈ZI	𒍣	1.000	1	1	CUNEIFORM SIGN ZI
〈TAM〉	𒌓	1.000	1	1	CUNEIFORM SIGN UD
〈〈AŠ〉〉	𒃻	1.000	1	1	CUNEIFORM SIGN GAR
〈IT	𒀉	1.000	1	1	CUNEIFORM SIGN A2
TI〉	𒋾	1.000	1	1	CUNEIFORM SIGN TI
〈SÁ〉	𒁲	1.000	1	1	CUNEIFORM SIGN DI
〈〈SIG₅〉〉	𒀸	1.000	1	1	CUNEIFORM SIGN ASH
PÉ	𒁉	1.000	1	1	CUNEIFORM SIGN BI
li〈〈li〉〉	𒇷	1.000	1	1	CUNEIFORM SIGN LI
〈〈x〉〉mu	𒈬	1.000	1	1	CUNEIFORM SIGN MU
ŠÚM	𒋧	1.000	1	1	CUNEIFORM SIGN SUM
šár	𒊹	1.000	1	1	CUNEIFORM SIGN SHAR2
〈〈SU	𒋢	1.000	1	1	CUNEIFORM SIGN SU
〈〈la〉〉li	𒇷	1.000	1	1	CUNEIFORM SIGN LI
pát〈〈za〉〉	𒁁	1.000	1	1	CUNEIFORM SIGN BAD
LÚ?	𒇽	1.000	1	1	CUNEIFORM SIGN LU2
DINGIR?	𒀭	1.000	1	1	CUNEIFORM SIGN AN
U?	𒌋	1.000	1	1	CUNEIFORM SIGN U
〉zu	𒍪	1.000	1	1	CUNEIFORM SIGN ZU
〈kán〉	𒃷	1.000	1	1	CUNEIFORM SIGN GAN2
〈KASKAL〉	𒆜	1.000	1	1	CUNEIFORM SIGN KASKAL
ta〈〈nu〉〉	𒋫	1.000	1	1	CUNEIFORM SIGN TA
táš	𒁹	1.000	1	1	CUNEIFORM SIGN DISH
aštar	°	1.000	1	1	DEGREE SIGN
múr	𒌘	1.000	1	1	CUNEIFORM SIGN UD TIMES U PLUS U PLUS U GUNU
SE	𒋛	1.000	1	1	CUNEIFORM SIGN SI
ÙZ	𒍚	1.000	1	1	CUNEIFORM SIGN UZ3
í	𒐊	1.000	1	1	CUNEIFORM NUMERIC SIGN FIVE DISH
URU₆	𒉞	1.000	1	1	CUNEIFORM SIGN NINDA2 TIMES U2 PLUS ASH
〈ŠÚ〉	𒋙	1.000	1	1	CUNEIFORM SIGN SHU2
〈mu〉	𒈬	1.000	1	1	CUNEIFORM SIGN MU
〈ŠUM	𒋳	1.000	1	1	CUNEIFORM SIGN TAG
EP	𒅁	1.000	1	1	CUNEIFORM SIGN IB
É〉〉	𒂍	1.000	1	1	CUNEIFORM SIGN E2
URUD	𒍏	1.000	1	1	CUNEIFORM SIGN URUDA
zì	𒂠	1.000	1	1	CUNEIFORM SIGN ESH2
pa〈〈aš〉〉	𒉺	1.000	1	1	CUNEIFORM SIGN PA
UL〉	𒌌	1.000	1	1	CUNEIFORM SIGN U GUD
〈LUGAL	𒈗	1.000	1	1	CUNEIFORM SIGN LUGAL
〈〈da〉〉da	𒁕	1.000	1	1	CUNEIFORM SIGN DA
LÚ〉	𒄑	1.000	1	1	CUNEIFORM SIGN GISH
〈〈ya〉〉	𒀀	1.000	1	1	CUNEIFORM SIGN A
〈ŠE〉	𒊺	1.000	1	1	CUNEIFORM SIGN SHE
ri〉	𒊑	1.000	1	1	CUNEIFORM SIGN RI
〈〈an〉〉ti	𒋾	1.000	1	1	CUNEIFORM SIGN TI
〈BÍ〉	𒉈	1.000	1	1	CUNEIFORM SIGN NE
〈〈É〉〉GAL	𒃲	1.000	1	1	CUNEIFORM SIGN GAL
GURU₆	𒃸	1.000	1	1	CUNEIFORM SIGN GAN2 TENU
〈〈TUKUL〉〉MAR	𒈥	1.000	1	1	CUNEIFORM SIGN MAR
GI₅	𒆠	1.000	1	1	CUNEIFORM SIGN KI
GUNNI	𒆠	1.000	1	1	CUNEIFORM SIGN KI
ZABAR	𒉈	1.000	1	1	CUNEIFORM SIGN NE
〈〈an〉〉zi	𒍣	1.000	1	1	CUNEIFORM SIGN ZI
〈〈iš〉〉	𒌍	1.000	1	1	CUNEIFORM SIGN U U U
〈BÁ〉	𒉺	1.000	1	1	CUNEIFORM SIGN PA
LIQ	𒌨	1.000	1	1	CUNEIFORM SIGN UR
〈ḫu	𒄷	1.000	1	1	CUNEIFORM SIGN HU
u〉	𒌋	1.000	1	1	CUNEIFORM SIGN U
wa〈〈an〉〉	𒉿	1.000	1	1	CUNEIFORM SIGN PI
〈KUR〉	𒆳	1.000	1	1	CUNEIFORM SIGN KUR
〈ma	𒈠	1.000	1	1	CUNEIFORM SIGN MA
PÁ	𒁀	1.000	1	1	CUNEIFORM SIGN BA
ku〈〈nu〉〉	𒂉	1.000	1	1	CUNEIFORM SIGN DUR2
iš〈〈ki〉〉	𒅖	1.000	1	1	CUNEIFORM SIGN ISH
〈〈aš〉〉aš	𒀸	1.000	1	1	CUNEIFORM SIGN ASH
〈〈x〉〉aš	𒀸	1.000	1	1	CUNEIFORM SIGN ASH
〈EZEN₄〉	􀀉	1.000	1	1	(unnamed)
kuš	𒋢	1.000	1	1	CUNEIFORM SIGN SU
〈GÚ〉	𒄘	1.000	1	1	CUNEIFORM SIGN GU2
〈ḪÁD〉	𒌓	1.000	1	1	CUNEIFORM SIGN UD
〉ka	𒅗	1.000	1	1	CUNEIFORM SIGN KA
〈UŠ〉	𒍑	1.000	1	1	CUNEIFORM SIGN USH
〈〈x〉〉da	𒁕	1.000	1	1	CUNEIFORM SIGN DA
GUDU₁₂	𒅎	1.000	1	1	CUNEIFORM SIGN IM
〈〈ḫar〉〉	𒀭	1.000	1	1	CUNEIFORM SIGN AN
ké	𒄀	1.000	1	1	CUNEIFORM SIGN GI
an〈〈nu〉〉	𒀭	1.000	1	1	CUNEIFORM SIGN AN
〈〈ŠU〉〉	𒐈	1.000	1	1	CUNEIFORM NUMERIC SIGN THREE DISH
gir	𒄫	1.000	1	1	CUNEIFORM SIGN HA GUNU
zap	𒂟	1.000	1	1	CUNEIFORM SIGN ERIN2
Dur	𒄙	1.000	1	1	CUNEIFORM SIGN GU2 TIMES KAK
da〈〈aš〉〉	𒁕	1.000	1	1	CUNEIFORM SIGN DA
〈TUM〉	𒌈	1.000	1	1	CUNEIFORM SIGN TUM
〈〈ḫu〉〉ḫi	𒄭	1.000	1	1	CUNEIFORM SIGN HI
nar	𒈜	1.000	1	1	CUNEIFORM SIGN LUL
〈〈EN〉〉	𒈾	1.000	1	1	CUNEIFORM SIGN NA
ḫár	𒄞	1.000	1	1	CUNEIFORM SIGN GUD
〈〈en〉〉	𒅔	1.000	1	1	CUNEIFORM SIGN IN
〈〈pa〉〉	𒉺	1.000	1	1	CUNEIFORM SIGN PA
ŠAḪ〈〈TUR〉〉	𒋚	1.000	1	1	CUNEIFORM SIGN SHUBUR
ÍD	𒀀	1.000	1	1	CUNEIFORM SIGN A
〈〈ta〉〉	𒃾	1.000	1	1	CUNEIFORM SIGN GESHTIN
EN₆	𒅔	1.000	1	1	CUNEIFORM SIGN IN
〈ÁŠ〉	𒀾	1.000	1	1	CUNEIFORM SIGN ASH2
50	5	1.000	1	1	DIGIT FIVE
TÚR	𒄙	1.000	1	1	CUNEIFORM SIGN GU2 TIMES KAK
TAŠ	𒌨	1.000	1	1	CUNEIFORM SIGN UR
GIR₄	𒌋	1.000	1	1	CUNEIFORM SIGN U
〈NIR〉	𒉪	1.000	1	1	CUNEIFORM SIGN NUN OVER NUN
EZ	𒄑	1.000	1	1	CUNEIFORM SIGN GISH
?x	▒	1.000	1	1	MEDIUM SHADE
DUR₁₀	𒊿	1.000	1	1	CUNEIFORM SIGN SHEN
〈BU〉	𒁍	1.000	1	1	CUNEIFORM SIGN BU
〈〈AN〉〉	𒁹	1.000	1	1	CUNEIFORM SIGN DISH
〈〈NA₄〉〉	𒉌	1.000	1	1	CUNEIFORM SIGN NI
〈kat〉	𒃰	1.000	1	1	CUNEIFORM SIGN GAD
at〉〉ta	𒋫	1.000	1	1	CUNEIFORM SIGN TA
ut〉	𒌓	1.000	1	1	CUNEIFORM SIGN UD
it〈〈ti〉〉	𒀉	1.000	1	1	CUNEIFORM SIGN A2
〈〈10〉〉	4	1.000	1	1	DIGIT FOUR
NÍSABA	𒉀	1.000	1	1	CUNEIFORM SIGN NAGA
Maš	𒈦	1.000	1	1	CUNEIFORM SIGN MASH
Nap	𒀮	1.000	1	1	CUNEIFORM SIGN AN OVER AN
šiḫ	𒋚	1.000	1	1	CUNEIFORM SIGN SHUBUR
ku〈〈aš〉〉	𒂉	1.000	1	1	CUNEIFORM SIGN DUR2
〈〈ez〉〉	𒍣	1.000	1	1	CUNEIFORM SIGN ZI
〈TU〉	𒌅	1.000	1	1	CUNEIFORM SIGN TU
〈pát〉	𒁁	1.000	1	1	CUNEIFORM SIGN BAD
GIG	𒈪	1.000	1	1	CUNEIFORM SIGN MI
〈RI〉	𒊑	1.000	1	1	CUNEIFORM SIGN RI
RU〉	𒊒	1.000	1	1	CUNEIFORM SIGN RU
〈〈tu〉〉	𒌋	1.000	1	1	CUNEIFORM SIGN U
〈zu〉	𒍪	1.000	1	1	CUNEIFORM SIGN ZU
〈na	𒈾	1.000	1	1	CUNEIFORM SIGN NA
〈〈az〉〉	𒉿	1.000	1	1	CUNEIFORM SIGN PI
〈〈ma〉〉	𒉆	1.000	1	1	CUNEIFORM SIGN NAM
iš〉	𒅖	1.000	1	1	CUNEIFORM SIGN ISH
it?	𒀉	1.000	1	1	CUNEIFORM SIGN A2
da?	𒁕	1.000	1	1	CUNEIFORM SIGN DA
ud?	𒌓	1.000	1	1	CUNEIFORM SIGN UD
te?	𒋼	1.000	1	1	CUNEIFORM SIGN TE
pát?	𒁁	1.000	1	1	CUNEIFORM SIGN BAD
〈〈uz〉〉	𒂉	1.000	1	1	CUNEIFORM SIGN DUR2
an〈〈an〉〉	𒀭	1.000	1	1	CUNEIFORM SIGN AN
〈et〉	𒀉	1.000	1	1	CUNEIFORM SIGN A2
uš〈〈x〉〉	𒍑	1.000	1	1	CUNEIFORM SIGN USH
DIḪ	𒁾	1.000	1	1	CUNEIFORM SIGN DUB
〈〈li〉〉	𒀜	1.000	1	1	CUNEIFORM SIGN AD
〈〈x〉〉ú	𒌑	1.000	1	1	CUNEIFORM SIGN U2
〉te	𒋼	1.000	1	1	CUNEIFORM SIGN TE
〈BAR〉	𒁇	1.000	1	1	CUNEIFORM SIGN BAR
